Date,Card Number,Card Name,Total Pop,PSA 10,PSA 9
2026-05-25,020,Morty's Ninetales 1st Edition,371,193,125
2026-05-25,021,Morty's Gengar 1st Edition,"1,081",417,354
2026-05-25,022,Morty's Hypno 1st Edition,445,275,110
2026-05-25,023,Morty's Marowak 1st Edition,215,118,73
2026-05-25,024,Morty's Noctowl 1st Edition,288,175,80
2026-05-25,025,Morty's Murkrow-Holo 1st Edition,718,312,240
2026-05-25,026,Morty's Misdreavus 1st Edition,259,124,89
2026-05-25,027,Jasmine's Raichu 1st Edition,814,460,247
2026-05-25,028,Jasmine's Magneton 1st Edition,259,128,101
2026-05-25,029,Jasmine's Electabuzz 1st Edition,270,154,86
2026-05-25,030,Jasmine's Jolteon 1st Edition,587,296,184
2026-05-25,031,Jasmine's Ampharos 1st Edition,345,195,110
2026-05-25,032,Jasmine's Steelix-Holo 1st Edition,840,265,371
2026-05-25,033,Chuck's Primeape 1st Edition,181,116,42
2026-05-25,034,Chuck's Poliwrath 1st Edition,206,123,53
2026-05-25,035,Chuck's Rhydon 1st Edition,188,116,52
2026-05-25,036,Chuck's Tauros 1st Edition,268,166,74
2026-05-25,037,Chuck's Granbull 1st Edition,245,160,66
2026-05-25,038,Chuck's Donphan 1st Edition,373,221,113
2026-05-25,039,Pryce's Dewgong 1st Edition,242,128,90
2026-05-25,040,Pryce's Cloyster 1st Edition,423,257,115
2026-05-25,041,Pryce's Lapras,180,48,64
2026-05-25,041,Pryce's Lapras 1st Edition,307,161,102
2026-05-25,042,Pryce's Articuno 1st Edition,429,229,132
2026-05-25,043,Pryce's Sneasel-Holo 1st Edition,678,343,165
2026-05-25,044,Pryce's Piloswine 1st Edition,188,98,72
2026-05-25,045,Pryce's Delibird 1st Edition,213,102,80
2026-05-25,046,Clair's Blastoise 1st Edition,727,327,253
2026-05-25,047,Clair's Jynx 1st Edition,223,114,78
2026-05-25,048,Clair's Gyarados 1st Edition,522,247,175
2026-05-25,049,Clair's Dragonite 1st Edition,991,407,365
2026-05-25,050,Clair's Politoed 1st Edition,229,128,72
2026-05-25,051,Clair's Mantine 1st Edition,398,224,132
2026-05-25,052,Clair's Kingdra 1st Edition,219,111,73
2026-05-25,053,LT. Surge's Raichu 1st Edition,506,249,168
2026-05-25,054,LT. Surge's Lanturn 1st Edition,201,94,85
2026-05-25,055,Sabrina's Xatu 1st Edition,201,101,78
2026-05-25,056,Sabrina's Espeon 1st Edition,790,374,250
2026-05-25,057,Misty's Lapras 1st Edition,345,178,112
2026-05-25,058,Misty's Quagsire 1st Edition,253,137,84
2026-05-25,059,Erika's Bellossom 1st Edition,197,107,66
2026-05-25,060,Erika's Jumpluff 1st Edition,178,99,59
2026-05-25,061,Janine's Beedrill 1st Edition,390,237,121
2026-05-25,062,Janine's Arbok 1st Edition,184,99,59
2026-05-25,063,Janine's Venomoth 1st Edition,179,103,59
2026-05-25,064,Janine's Weezing 1st Edition,168,93,54
2026-05-25,065,Janine's Ariados 1st Edition,171,86,65
2026-05-25,066,Janine's Crobat 1st Edition,224,132,75
2026-05-25,067,Janine's Shuckle 1st Edition,217,130,62
2026-05-25,068,Brock's Omastar 1st Edition,191,111,58
2026-05-25,069,Brock's Kabutops 1st Edition,216,116,66
2026-05-25,070,Blaine's Typhlosion 1st Edition,553,256,188
2026-05-25,071,Blaine's Magcargo 1st Edition,232,129,70
2026-05-25,072,Will's Slowbro 1st Edition,299,175,90
2026-05-25,073,Will's Exeggutor 1st Edition,192,125,54
2026-05-25,074,Will's Jynx 1st Edition,244,148,77
2026-05-25,075,Will's Xatu 1st Edition,166,111,42
2026-05-25,076,Will's Espeon 1st Edition,590,280,201
2026-05-25,077,Will's Slowking 1st Edition,298,157,94
2026-05-25,078,Will's Girafarig 1st Edition,335,232,82
2026-05-25,079,Koga's Crobat 1st Edition,225,128,71
2026-05-25,080,Koga's Forretress 1st Edition,173,102,49
2026-05-25,081,Bruno's Machamp 1st Edition,219,118,70
2026-05-25,082,Bruno's Hitmonlee 1st Edition,195,109,58
2026-05-25,083,Bruno's Hitmonchan 1st Edition,424,267,125
2026-05-25,084,Bruno's Steelix-Holo 1st Edition,751,261,292
2026-05-25,085,Bruno's Ursaring 1st Edition,270,173,80
2026-05-25,086,Bruno's Hitmontop 1st Edition,184,106,63
2026-05-25,087,Karen's Rapidash 1st Edition,449,278,125
2026-05-25,088,Karen's Magmar 1st Edition,273,143,85
2026-05-25,089,Karen's Flareon 1st Edition,655,335,215
2026-05-25,090,Karen's Tyranitar-Holo 1st Edition,"1,351",592,354
2026-05-25,091,Karen's Umbreon-Holo 1st Edition,"3,379",919,928
2026-05-25,092,Karen's Houndoom 1st Edition,513,236,188
2026-05-25,093,Rocket's Wobbuffet-Holo 1st Edition,813,299,304
2026-05-25,094,Rocket's Raikou-Holo 1st Edition,"1,086",477,327
2026-05-25,095,Rocket's Entei-Holo 1st Edition,"1,226",370,497
2026-05-25,096,Rocket's Suicune-Holo 1st Edition,"1,132",471,348
2026-05-25,097,Lance's Charizard 1st Edition,"2,063",696,628
2026-05-25,098,Lance's Gyarados 1st Edition,835,350,278
2026-05-25,099,Lance's Aerodactyl 1st Edition,495,213,193
2026-05-25,100,Lance's Dragonite 1st Edition,"1,139",491,392
2026-05-25,101,Lance's Ampharos 1st Edition,500,262,158
2026-05-25,102,Lance's Kingdra 1st Edition,441,202,161
2026-05-25,103,Falkner's TM 01 1st Edition,72,31,29
2026-05-25,104,Falkner's TM 02 1st Edition,54,15,23
2026-05-25,105,Bugsy's TM 01 1st Edition,70,36,27
2026-05-25,106,Bugsy's TM 02 1st Edition,54,22,19
2026-05-25,107,Whitney's TM 01 1st Edition,70,26,30
2026-05-25,108,Whitney's TM 02 1st Edition,63,28,22
2026-05-25,109,Morty's TM 01 1st Edition,52,22,19
2026-05-25,110,Morty's TM 02 1st Edition,56,21,16
2026-05-25,111,Jasmine's TM 01 1st Edition,72,25,34
2026-05-25,112,Jasmine's TM 02 1st Edition,53,24,17
2026-05-25,113,Chuck's TM 01 1st Edition,59,22,20
2026-05-25,114,Chuck's TM 02 1st Edition,60,14,27
2026-05-25,115,Pryce's TM 01 1st Edition,60,24,23
2026-05-25,116,Pryce's TM 02 1st Edition,56,22,17
2026-05-25,117,Clair's TM 01 1st Edition,83,38,30
2026-05-25,118,Clair's TM 02 1st Edition,74,8,38
2026-05-25,119,Janine's TM 01 1st Edition,69,25,28
2026-05-25,120,Janine's TM 02 1st Edition,44,9,22
2026-05-25,121,Will's TM 01 1st Edition,62,23,24
2026-05-25,122,Will's TM 02 1st Edition,48,23,14
2026-05-25,123,Bruno's TM 01 1st Edition,48,18,21
2026-05-25,124,Bruno's TM 02 1st Edition,47,13,15
2026-05-25,125,Karen's TM 01 1st Edition,85,26,45
2026-05-25,126,Karen's TM 02 1st Edition,76,17,37
2026-05-25,127,Rocket's TM 01 1st Edition,48,16,13
2026-05-25,128,Lance's TM 01 1st Edition,73,15,30
2026-05-25,129,Lance's TM 02 1st Edition,64,10,26
2026-05-25,130,Potion 1st Edition,159,80,53
2026-05-25,131,Moo-Moo Milk 1st Edition,156,89,44
2026-05-25,132,Full Heal 1st Edition,131,84,29
2026-05-25,133,Pokemon Reverse 1st Edition,130,68,45
2026-05-25,134,Switch 1st Edition,162,106,43
2026-05-25,135,Warp Point 1st Edition,124,78,36
2026-05-25,136,Super Scoop Up 1st Edition,154,88,50
2026-05-25,137,Energy Flow 1st Edition,137,88,37
2026-05-25,138,Energy Charge 1st Edition,116,74,28
2026-05-25,139,Energy Ark 1st Edition,169,98,51
2026-05-25,140,Energy Restore 1st Edition,127,77,41
2026-05-25,141,Master Ball 1st Edition,166,96,48
2026-05-25,142,Rocket's Tyranitar-Holo 1st Edition,"1,348",441,382
2026-05-25,N/A,Darkness Energy-Holo,"1,006",415,428
2026-05-25,N/A,Fighting Energy,95,54,29
2026-05-25,N/A,Fire Energy,91,64,18
2026-05-25,N/A,Grass Energy,101,63,34
2026-05-25,N/A,Lightning Energy,88,58,20
2026-05-25,N/A,Metal Energy-Holo,753,374,282
2026-05-25,N/A,Psychic Energy,100,63,28
2026-05-25,N/A,Rainbow Energy-Holo,885,312,377
2026-05-25,N/A,Water Energy,93,64,22
2026-05-26,,TOTAL POPULATION,"54,658","25,074","18,068"
2026-05-26,001,Falkner's Pidgeot 1st Edition,290,104,114
2026-05-26,002,Falkner's Fearow 1st Edition,361,136,144
2026-05-26,003,Falkner's Farfetch'd 1st Edition,276,123,122
2026-05-26,004,Falkner's Dodrio 1st Edition,243,125,90
2026-05-26,005,Falkner's Togetic 1st Edition,328,174,116
2026-05-26,006,Falkner's Delibird 1st Edition,287,130,119
2026-05-26,007,Falkner's Skarmory-Holo 1st Edition,697,267,249
2026-05-26,008,Bugsy's Butterfree 1st Edition,204,105,60
2026-05-26,009,Bugsy's Beedrill 1st Edition,197,110,66
2026-05-26,010,Bugsy's Pinsir 1st Edition,197,102,66
2026-05-26,011,Bugsy's Ledian 1st Edition,183,97,70
2026-05-26,012,Bugsy's Yanma 1st Edition,325,181,106
2026-05-26,013,Bugsy's Scizor-Holo 1st Edition,"1,079",321,430
2026-05-26,014,Whitney's Clefable 1st Edition,281,165,84
2026-05-26,015,Whitney's Wigglytuff 1st Edition,294,173,82
2026-05-26,016,Whitney's Persian 1st Edition,267,164,72
2026-05-26,017,Whitney's Lickitung 1st Edition,266,151,81
2026-05-26,018,Whitney's Furret 1st Edition,418,226,145
2026-05-26,019,Whitney's Miltank 1st Edition,262,116,110
2026-05-26,020,Morty's Ninetales 1st Edition,371,193,125
2026-05-26,021,Morty's Gengar 1st Edition,"1,081",417,354
2026-05-26,022,Morty's Hypno 1st Edition,445,275,110
2026-05-26,023,Morty's Marowak 1st Edition,215,118,73
2026-05-26,024,Morty's Noctowl 1st Edition,288,175,80
2026-05-26,025,Morty's Murkrow-Holo 1st Edition,718,312,240
2026-05-26,026,Morty's Misdreavus 1st Edition,259,124,89
2026-05-26,027,Jasmine's Raichu 1st Edition,815,460,248
2026-05-26,028,Jasmine's Magneton 1st Edition,259,128,101
2026-05-26,029,Jasmine's Electabuzz 1st Edition,270,154,86
2026-05-26,030,Jasmine's Jolteon 1st Edition,587,296,184
2026-05-26,031,Jasmine's Ampharos 1st Edition,345,195,110
2026-05-26,032,Jasmine's Steelix-Holo 1st Edition,840,265,371
2026-05-26,033,Chuck's Primeape 1st Edition,181,116,42
2026-05-26,034,Chuck's Poliwrath 1st Edition,206,123,53
2026-05-26,035,Chuck's Rhydon 1st Edition,188,116,52
2026-05-26,036,Chuck's Tauros 1st Edition,268,166,74
2026-05-26,037,Chuck's Granbull 1st Edition,245,160,66
2026-05-26,038,Chuck's Donphan 1st Edition,373,221,113
2026-05-26,039,Pryce's Dewgong 1st Edition,242,128,90
2026-05-26,040,Pryce's Cloyster 1st Edition,423,257,115
2026-05-26,041,Pryce's Lapras,180,48,64
2026-05-26,041,Pryce's Lapras 1st Edition,307,161,102
2026-05-26,042,Pryce's Articuno 1st Edition,429,229,132
2026-05-26,043,Pryce's Sneasel-Holo 1st Edition,678,343,165
2026-05-26,044,Pryce's Piloswine 1st Edition,188,98,72
2026-05-26,045,Pryce's Delibird 1st Edition,213,102,80
2026-05-26,046,Clair's Blastoise 1st Edition,727,327,253
2026-05-26,047,Clair's Jynx 1st Edition,223,114,78
2026-05-26,048,Clair's Gyarados 1st Edition,522,247,175
2026-05-26,049,Clair's Dragonite 1st Edition,992,407,366
2026-05-26,050,Clair's Politoed 1st Edition,229,128,72
2026-05-26,051,Clair's Mantine 1st Edition,398,224,132
2026-05-26,052,Clair's Kingdra 1st Edition,219,111,73
2026-05-26,053,LT. Surge's Raichu 1st Edition,507,249,169
2026-05-26,054,LT. Surge's Lanturn 1st Edition,201,94,85
2026-05-26,055,Sabrina's Xatu 1st Edition,201,101,78
2026-05-26,056,Sabrina's Espeon 1st Edition,791,374,251
2026-05-26,057,Misty's Lapras 1st Edition,345,178,112
2026-05-26,058,Misty's Quagsire 1st Edition,253,137,84
2026-05-26,059,Erika's Bellossom 1st Edition,197,107,66
2026-05-26,060,Erika's Jumpluff 1st Edition,178,99,59
2026-05-26,061,Janine's Beedrill 1st Edition,390,237,121
2026-05-26,062,Janine's Arbok 1st Edition,184,99,59
2026-05-26,063,Janine's Venomoth 1st Edition,179,103,59
2026-05-26,064,Janine's Weezing 1st Edition,168,93,54
2026-05-26,065,Janine's Ariados 1st Edition,171,86,65
2026-05-26,066,Janine's Crobat 1st Edition,224,132,75
2026-05-26,067,Janine's Shuckle 1st Edition,217,130,62
2026-05-26,068,Brock's Omastar 1st Edition,191,111,58
2026-05-26,069,Brock's Kabutops 1st Edition,216,116,66
2026-05-26,070,Blaine's Typhlosion 1st Edition,553,256,188
2026-05-26,071,Blaine's Magcargo 1st Edition,232,129,70
2026-05-26,072,Will's Slowbro 1st Edition,299,175,90
2026-05-26,073,Will's Exeggutor 1st Edition,192,125,54
2026-05-26,074,Will's Jynx 1st Edition,244,148,77
2026-05-26,075,Will's Xatu 1st Edition,166,111,42
2026-05-26,076,Will's Espeon 1st Edition,590,280,201
2026-05-26,077,Will's Slowking 1st Edition,298,157,94
2026-05-26,078,Will's Girafarig 1st Edition,335,232,82
2026-05-26,079,Koga's Crobat 1st Edition,225,128,71
2026-05-26,080,Koga's Forretress 1st Edition,173,102,49
2026-05-26,081,Bruno's Machamp 1st Edition,219,118,70
2026-05-26,082,Bruno's Hitmonlee 1st Edition,195,109,58
2026-05-26,083,Bruno's Hitmonchan 1st Edition,424,267,125
2026-05-26,084,Bruno's Steelix-Holo 1st Edition,751,261,292
2026-05-26,085,Bruno's Ursaring 1st Edition,270,173,80
2026-05-26,086,Bruno's Hitmontop 1st Edition,184,106,63
2026-05-26,087,Karen's Rapidash 1st Edition,449,278,125
2026-05-26,088,Karen's Magmar 1st Edition,273,143,85
2026-05-26,089,Karen's Flareon 1st Edition,655,335,215
2026-05-26,090,Karen's Tyranitar-Holo 1st Edition,"1,354",594,355
2026-05-26,091,Karen's Umbreon-Holo 1st Edition,"3,379",919,928
2026-05-26,092,Karen's Houndoom 1st Edition,513,236,188
2026-05-26,093,Rocket's Wobbuffet-Holo 1st Edition,813,299,304
2026-05-26,094,Rocket's Raikou-Holo 1st Edition,"1,086",477,327
2026-05-26,095,Rocket's Entei-Holo 1st Edition,"1,226",370,497
2026-05-26,096,Rocket's Suicune-Holo 1st Edition,"1,132",471,348
2026-05-26,097,Lance's Charizard 1st Edition,"2,063",696,628
2026-05-26,098,Lance's Gyarados 1st Edition,835,350,278
2026-05-26,099,Lance's Aerodactyl 1st Edition,495,213,193
2026-05-26,100,Lance's Dragonite 1st Edition,"1,139",491,392
2026-05-26,101,Lance's Ampharos 1st Edition,500,262,158
2026-05-26,102,Lance's Kingdra 1st Edition,441,202,161
2026-05-26,103,Falkner's TM 01 1st Edition,72,31,29
2026-05-26,104,Falkner's TM 02 1st Edition,54,15,23
2026-05-26,105,Bugsy's TM 01 1st Edition,70,36,27
2026-05-26,106,Bugsy's TM 02 1st Edition,54,22,19
2026-05-26,107,Whitney's TM 01 1st Edition,70,26,30
2026-05-26,108,Whitney's TM 02 1st Edition,63,28,22
2026-05-26,109,Morty's TM 01 1st Edition,52,22,19
2026-05-26,110,Morty's TM 02 1st Edition,56,21,16
2026-05-26,111,Jasmine's TM 01 1st Edition,72,25,34
2026-05-26,112,Jasmine's TM 02 1st Edition,53,24,17
2026-05-26,113,Chuck's TM 01 1st Edition,59,22,20
2026-05-26,114,Chuck's TM 02 1st Edition,60,14,27
2026-05-26,115,Pryce's TM 01 1st Edition,60,24,23
2026-05-26,116,Pryce's TM 02 1st Edition,56,22,17
2026-05-26,117,Clair's TM 01 1st Edition,83,38,30
2026-05-26,118,Clair's TM 02 1st Edition,74,8,38
2026-05-26,119,Janine's TM 01 1st Edition,69,25,28
2026-05-26,120,Janine's TM 02 1st Edition,44,9,22
2026-05-26,121,Will's TM 01 1st Edition,62,23,24
2026-05-26,122,Will's TM 02 1st Edition,48,23,14
2026-05-26,123,Bruno's TM 01 1st Edition,48,18,21
2026-05-26,124,Bruno's TM 02 1st Edition,47,13,15
2026-05-26,125,Karen's TM 01 1st Edition,85,26,45
2026-05-26,126,Karen's TM 02 1st Edition,76,17,37
2026-05-26,127,Rocket's TM 01 1st Edition,48,16,13
2026-05-26,128,Lance's TM 01 1st Edition,73,15,30
2026-05-26,129,Lance's TM 02 1st Edition,64,10,26
2026-05-26,130,Potion 1st Edition,159,80,53
2026-05-26,131,Moo-Moo Milk 1st Edition,156,89,44
2026-05-26,132,Full Heal 1st Edition,131,84,29
2026-05-26,133,Pokemon Reverse 1st Edition,130,68,45
2026-05-26,134,Switch 1st Edition,162,106,43
2026-05-26,135,Warp Point 1st Edition,124,78,36
2026-05-26,136,Super Scoop Up 1st Edition,154,88,50
2026-05-26,137,Energy Flow 1st Edition,137,88,37
2026-05-26,138,Energy Charge 1st Edition,116,74,28
2026-05-26,139,Energy Ark 1st Edition,169,98,51
2026-05-26,140,Energy Restore 1st Edition,127,77,41
2026-05-26,141,Master Ball 1st Edition,166,96,48
2026-05-26,142,Rocket's Tyranitar-Holo 1st Edition,"1,348",441,382
2026-05-26,N/A,Darkness Energy-Holo,"1,006",415,428
2026-05-26,N/A,Fighting Energy,95,54,29
2026-05-26,N/A,Fire Energy,91,64,18
2026-05-26,N/A,Grass Energy,101,63,34
2026-05-26,N/A,Lightning Energy,88,58,20
2026-05-26,N/A,Metal Energy-Holo,753,374,282
2026-05-26,N/A,Psychic Energy,100,63,28
2026-05-26,N/A,Rainbow Energy-Holo,885,312,377
2026-05-26,N/A,Water Energy,93,64,22
2026-05-28,,TOTAL POPULATION,"54,751","25,089","18,114"
2026-05-28,001,Falkner's Pidgeot 1st Edition,290,104,114
2026-05-28,002,Falkner's Fearow 1st Edition,361,136,144
2026-05-28,003,Falkner's Farfetch'd 1st Edition,276,123,122
2026-05-28,004,Falkner's Dodrio 1st Edition,243,125,90
2026-05-28,005,Falkner's Togetic 1st Edition,328,174,116
2026-05-28,006,Falkner's Delibird 1st Edition,287,130,119
2026-05-28,007,Falkner's Skarmory-Holo 1st Edition,700,267,249
2026-05-28,008,Bugsy's Butterfree 1st Edition,204,105,60
2026-05-28,009,Bugsy's Beedrill 1st Edition,197,110,66
2026-05-28,010,Bugsy's Pinsir 1st Edition,197,102,66
2026-05-28,011,Bugsy's Ledian 1st Edition,183,97,70
2026-05-28,012,Bugsy's Yanma 1st Edition,325,181,106
2026-05-28,013,Bugsy's Scizor-Holo 1st Edition,"1,081",321,430
2026-05-28,014,Whitney's Clefable 1st Edition,281,165,84
2026-05-28,015,Whitney's Wigglytuff 1st Edition,296,174,83
2026-05-28,016,Whitney's Persian 1st Edition,267,164,72
2026-05-28,017,Whitney's Lickitung 1st Edition,267,151,82
2026-05-28,018,Whitney's Furret 1st Edition,418,226,145
2026-05-28,019,Whitney's Miltank 1st Edition,262,116,110
2026-05-28,020,Morty's Ninetales 1st Edition,371,193,125
2026-05-28,021,Morty's Gengar 1st Edition,"1,084",418,356
2026-05-28,022,Morty's Hypno 1st Edition,445,275,110
2026-05-28,023,Morty's Marowak 1st Edition,215,118,73
2026-05-28,024,Morty's Noctowl 1st Edition,288,175,80
2026-05-28,025,Morty's Murkrow-Holo 1st Edition,719,312,240
2026-05-28,026,Morty's Misdreavus 1st Edition,259,124,89
2026-05-28,027,Jasmine's Raichu 1st Edition,816,460,248
2026-05-28,028,Jasmine's Magneton 1st Edition,259,128,101
2026-05-28,029,Jasmine's Electabuzz 1st Edition,270,154,86
2026-05-28,030,Jasmine's Jolteon 1st Edition,588,297,184
2026-05-28,031,Jasmine's Ampharos 1st Edition,345,195,110
2026-05-28,032,Jasmine's Steelix-Holo 1st Edition,844,266,373
2026-05-28,033,Chuck's Primeape 1st Edition,181,116,42
2026-05-28,034,Chuck's Poliwrath 1st Edition,206,123,53
2026-05-28,035,Chuck's Rhydon 1st Edition,189,116,53
2026-05-28,036,Chuck's Tauros 1st Edition,268,166,74
2026-05-28,037,Chuck's Granbull 1st Edition,245,160,66
2026-05-28,038,Chuck's Donphan 1st Edition,373,221,113
2026-05-28,039,Pryce's Dewgong 1st Edition,242,128,90
2026-05-28,040,Pryce's Cloyster 1st Edition,423,257,115
2026-05-28,041,Pryce's Lapras,181,48,64
2026-05-28,041,Pryce's Lapras 1st Edition,310,161,105
2026-05-28,042,Pryce's Articuno 1st Edition,431,230,133
2026-05-28,043,Pryce's Sneasel-Holo 1st Edition,680,344,165
2026-05-28,044,Pryce's Piloswine 1st Edition,188,98,72
2026-05-28,045,Pryce's Delibird 1st Edition,213,102,80
2026-05-28,046,Clair's Blastoise 1st Edition,733,327,258
2026-05-28,047,Clair's Jynx 1st Edition,225,114,80
2026-05-28,048,Clair's Gyarados 1st Edition,522,247,175
2026-05-28,049,Clair's Dragonite 1st Edition,993,407,367
2026-05-28,050,Clair's Politoed 1st Edition,229,128,72
2026-05-28,051,Clair's Mantine 1st Edition,398,224,132
2026-05-28,052,Clair's Kingdra 1st Edition,220,111,74
2026-05-28,053,LT. Surge's Raichu 1st Edition,507,249,169
2026-05-28,054,LT. Surge's Lanturn 1st Edition,201,94,85
2026-05-28,055,Sabrina's Xatu 1st Edition,201,101,78
2026-05-28,056,Sabrina's Espeon 1st Edition,794,375,252
2026-05-28,057,Misty's Lapras 1st Edition,345,178,112
2026-05-28,058,Misty's Quagsire 1st Edition,254,137,85
2026-05-28,059,Erika's Bellossom 1st Edition,197,107,66
2026-05-28,060,Erika's Jumpluff 1st Edition,178,99,59
2026-05-28,061,Janine's Beedrill 1st Edition,390,237,121
2026-05-28,062,Janine's Arbok 1st Edition,184,99,59
2026-05-28,063,Janine's Venomoth 1st Edition,179,103,59
2026-05-28,064,Janine's Weezing 1st Edition,168,93,54
2026-05-28,065,Janine's Ariados 1st Edition,171,86,65
2026-05-28,066,Janine's Crobat 1st Edition,224,132,75
2026-05-28,067,Janine's Shuckle 1st Edition,217,130,62
2026-05-28,068,Brock's Omastar 1st Edition,191,111,58
2026-05-28,069,Brock's Kabutops 1st Edition,217,116,67
2026-05-28,070,Blaine's Typhlosion 1st Edition,555,257,188
2026-05-28,071,Blaine's Magcargo 1st Edition,232,129,70
2026-05-28,072,Will's Slowbro 1st Edition,299,175,90
2026-05-28,073,Will's Exeggutor 1st Edition,194,125,56
2026-05-28,074,Will's Jynx 1st Edition,245,148,78
2026-05-28,075,Will's Xatu 1st Edition,166,111,42
2026-05-28,076,Will's Espeon 1st Edition,591,281,201
2026-05-28,077,Will's Slowking 1st Edition,302,159,96
2026-05-28,078,Will's Girafarig 1st Edition,335,232,82
2026-05-28,079,Koga's Crobat 1st Edition,225,128,71
2026-05-28,080,Koga's Forretress 1st Edition,173,102,49
2026-05-28,081,Bruno's Machamp 1st Edition,219,118,70
2026-05-28,082,Bruno's Hitmonlee 1st Edition,195,109,58
2026-05-28,083,Bruno's Hitmonchan 1st Edition,424,267,125
2026-05-28,084,Bruno's Steelix-Holo 1st Edition,751,261,292
2026-05-28,085,Bruno's Ursaring 1st Edition,270,173,80
2026-05-28,086,Bruno's Hitmontop 1st Edition,184,106,63
2026-05-28,087,Karen's Rapidash 1st Edition,449,278,125
2026-05-28,088,Karen's Magmar 1st Edition,274,143,86
2026-05-28,089,Karen's Flareon 1st Edition,658,335,217
2026-05-28,090,Karen's Tyranitar-Holo 1st Edition,"1,356",594,355
2026-05-28,091,Karen's Umbreon-Holo 1st Edition,"3,387",919,928
2026-05-28,092,Karen's Houndoom 1st Edition,513,236,188
2026-05-28,093,Rocket's Wobbuffet-Holo 1st Edition,817,301,306
2026-05-28,094,Rocket's Raikou-Holo 1st Edition,"1,088",477,329
2026-05-28,095,Rocket's Entei-Holo 1st Edition,"1,227",370,498
2026-05-28,096,Rocket's Suicune-Holo 1st Edition,"1,134",472,349
2026-05-28,097,Lance's Charizard 1st Edition,"2,066",696,628
2026-05-28,098,Lance's Gyarados 1st Edition,839,351,280
2026-05-28,099,Lance's Aerodactyl 1st Edition,497,213,194
2026-05-28,100,Lance's Dragonite 1st Edition,"1,140",491,393
2026-05-28,101,Lance's Ampharos 1st Edition,501,262,159
2026-05-28,102,Lance's Kingdra 1st Edition,442,202,162
2026-05-28,103,Falkner's TM 01 1st Edition,72,31,29
2026-05-28,104,Falkner's TM 02 1st Edition,54,15,23
2026-05-28,105,Bugsy's TM 01 1st Edition,70,36,27
2026-05-28,106,Bugsy's TM 02 1st Edition,54,22,19
2026-05-28,107,Whitney's TM 01 1st Edition,70,26,30
2026-05-28,108,Whitney's TM 02 1st Edition,63,28,22
2026-05-28,109,Morty's TM 01 1st Edition,52,22,19
2026-05-28,110,Morty's TM 02 1st Edition,56,21,16
2026-05-28,111,Jasmine's TM 01 1st Edition,72,25,34
2026-05-28,112,Jasmine's TM 02 1st Edition,53,24,17
2026-05-28,113,Chuck's TM 01 1st Edition,59,22,20
2026-05-28,114,Chuck's TM 02 1st Edition,60,14,27
2026-05-28,115,Pryce's TM 01 1st Edition,60,24,23
2026-05-28,116,Pryce's TM 02 1st Edition,56,22,17
2026-05-28,117,Clair's TM 01 1st Edition,83,38,30
2026-05-28,118,Clair's TM 02 1st Edition,74,8,38
2026-05-28,119,Janine's TM 01 1st Edition,69,25,28
2026-05-28,120,Janine's TM 02 1st Edition,44,9,22
2026-05-28,121,Will's TM 01 1st Edition,62,23,24
2026-05-28,122,Will's TM 02 1st Edition,48,23,14
2026-05-28,123,Bruno's TM 01 1st Edition,48,18,21
2026-05-28,124,Bruno's TM 02 1st Edition,47,13,15
2026-05-28,125,Karen's TM 01 1st Edition,85,26,45
2026-05-28,126,Karen's TM 02 1st Edition,76,17,37
2026-05-28,127,Rocket's TM 01 1st Edition,48,16,13
2026-05-28,128,Lance's TM 01 1st Edition,73,15,30
2026-05-28,129,Lance's TM 02 1st Edition,64,10,26
2026-05-28,130,Potion 1st Edition,159,80,53
2026-05-28,131,Moo-Moo Milk 1st Edition,156,89,44
2026-05-28,132,Full Heal 1st Edition,131,84,29
2026-05-28,133,Pokemon Reverse 1st Edition,130,68,45
2026-05-28,134,Switch 1st Edition,162,106,43
2026-05-28,135,Warp Point 1st Edition,124,78,36
2026-05-28,136,Super Scoop Up 1st Edition,154,88,50
2026-05-28,137,Energy Flow 1st Edition,137,88,37
2026-05-28,138,Energy Charge 1st Edition,116,74,28
2026-05-28,139,Energy Ark 1st Edition,169,98,51
2026-05-28,140,Energy Restore 1st Edition,127,77,41
2026-05-28,141,Master Ball 1st Edition,166,96,48
2026-05-28,142,Rocket's Tyranitar-Holo 1st Edition,"1,352",441,383
2026-05-28,N/A,Darkness Energy-Holo,"1,006",415,428
2026-05-28,N/A,Fighting Energy,95,54,29
2026-05-28,N/A,Fire Energy,91,64,18
2026-05-28,N/A,Grass Energy,101,63,34
2026-05-28,N/A,Lightning Energy,88,58,20
2026-05-28,N/A,Metal Energy-Holo,753,374,282
2026-05-28,N/A,Psychic Energy,100,63,28
2026-05-28,N/A,Rainbow Energy-Holo,887,312,379
2026-05-28,N/A,Water Energy,93,64,22
2026-05-29,,TOTAL POPULATION,"54,856","25,131","18,148"
2026-05-29,001,Falkner's Pidgeot 1st Edition,291,105,114
2026-05-29,002,Falkner's Fearow 1st Edition,362,137,144
2026-05-29,003,Falkner's Farfetch'd 1st Edition,277,124,122
2026-05-29,004,Falkner's Dodrio 1st Edition,244,125,91
2026-05-29,005,Falkner's Togetic 1st Edition,331,177,116
2026-05-29,006,Falkner's Delibird 1st Edition,290,130,120
2026-05-29,007,Falkner's Skarmory-Holo 1st Edition,700,267,249
2026-05-29,008,Bugsy's Butterfree 1st Edition,207,105,61
